text,label
"FACOLA - Face Coder Based on Location and Attention (Co-authors: Debin Zhao, Y. K. Chan, Wen Gao, Conference: Data Compression Conference)",23_0
"Partial Object Matching with Shapeme Histograms (Co-authors: Ying Shan, Harpreet S. Sawhney, Bogdan Matei, Rakesh Kumar, Conference: ECCV (3))",29_5
"The Design of New Journaling File Systems: The DualFS Case (Co-authors: Juan Piernas, Toni Cortes, Jose M. Garcia, Conference: IEEE Trans. Computers)",98_0
"Towards an Efficient Self-organizing Reconfiguration Method for Self-reconfigurable Robots (Co-authors: Wei Xu, Shigang Wang, An-Lin Wang, Guobao Wang, Conference: Journal of Intelligent and Robotic Systems)",1_33
"BGP-RCN: improving BGP convergence through root cause notification (Co-authors: Dan Pei, Matt Azuma, Daniel Massey, Lixia Zhang, Conference: Computer Networks)",75_0
"Research on Telerobotic System Based on ARM Core Processor (Co-authors: Xiaojun Zhao, Mingwei Ren, Yunfei Li, Haixia Su, Lei Chen, Fei Wang, Conference: Proceedings of the 2009 WRI Global Congress on Intelligent Systems - Volume 01)",54_35
"Multi-level secure video streaming over SRTP (Co-authors: Lei Chen, Chung-wei Lee, Conference: ACM Southeast Regional Conference (2))",54_0
"An automatic approach to integrate routing-relevant information from different resources (Co-authors: Meng Zhang, Lu Liu, Hongbo Gong, Liqiu Meng, Conference: GIS)",48_2
"A Process Migration Implementation for a Unix System (Co-authors: Rafael Alonso, Kriton Kyrimis, Conference: USENIX Winter)",65_0
"Improving particle filter with support vector regression for efficient visual tracking (Co-authors: Guangyu Zhu, Dawei Liang, Yang Liu, Qingming Huang, Wen Gao, Conference: ICIP (2))",23_0
"Parallel Approximate Matrix Factorization for Kernel Methods (Co-authors: Kaihua Zhu, Hang Cui, Hongjie Bai, Jian Li, Zhihuan Qiu, Hao Wang, Hui Xu, Edward Y. Chang, Conference: ICME)",69_18
"Ant Colony Optimization-Based Location-Aware Routing for Wireless Sensor Networks (Co-authors: Xiaoming Wang, Qiaoliang Li, Naixue Xiong, Yi Pan, Conference: WASA)",7_7
"Parallelizing Support Vector Machines on Distributed Computers (Co-authors: Edward Y. Chang, Kaihua Zhu, Hao Wang, Hongjie Bai, Jian Li, Zhihuan Qiu, Hang Cui, Conference: NIPS)",69_18
"Surface Reconstruction From Non-parallel Curve Networks (Co-authors: Lu Liu, C. Bajaj, Joseph Deasy, Daniel A. Low, Tao Ju, Conference: Comput. Graph. Forum)",48_14
"Multi-topic Based Query-Oriented Summarization (Co-authors: Jie Tang, Limin Yao, Dewei Chen, Conference: SDM)",14_1
"Design and Application of GIS Software Platform Integrating with DSS Oriented to E-Government (Co-authors: Liang Wang, Bin Li, Conference: Proceedings of the 2008 Fourth International Conference on Natural Computation - Volume 06)",11_25
"Counting extensional differences in BC-learning (Co-authors: Sanjay Jain, Frank Stephan, Sebastiaan Terwijn, Conference: Inf. Comput.)",47_0
"Mining the Most Interesting Web Access Associations (Co-authors: Li Shen, Ling Cheng, James Ford, Fillia Makedon, Vasileios Megalooikonomou, Tilmann Steinberg, Conference: WebNet)",51_0
"Formal Connectors (Co-authors: Robert Allen, David Garlan, Conference: null)",106_1
"Generation of finite tight frames by Householder transformations (Co-authors: De-Jun Feng, Long Wang, Yang Wang, Conference: Adv. Comput. Math.)",39_52
"A self-healing multipath routing protocol (Co-authors: Thomas Meyer, Lidia Yamamoto, Christian Tschudin, Conference: Proceedings of the 3rd International Conference on Bio-Inspired Models of Network, Information and Computing Sytems)",79_0
"Security Policy Reconciliation in Distributed Computing Environments (Co-authors: Hao Wang, Somesh Jha, Miron Livny, Patrick Drew McDaniel, Conference: POLICY)",69_0
"Convex geometry and semiflows in P/T nets. A comparative study of algorithms for computation of minimal P-semiflows (Co-authors: Jose Manuel Colom, Manuel Silva, Conference: Applications and Theory of Petri Nets)",73_0
"Managing Change: An Ontology Version Control System (Co-authors: Timothy Redmond, Michael Smith, Nick Drummond, Tania Tudorache, Conference: OWLED)",2_12
"The BBC Television Management Information System (Co-authors: Charles Lashmar, Terry Smith, John Collins, Ronald Green, Conference: IFIP Congress (2))",62_1
"Semi-supervised Discriminant Analysis Via CCCP (Co-authors: Yu Zhang, Dit-Yan Yeung, Conference: ECML/PKDD (2))",109_19
"Robust sequence memory in sparsely-connected networks with controllable steady-state period (Co-authors: Min Xia, Jian'an Fang, Feng Pan, En'jian Bai, Conference: Neurocomputing)",46_5
"Five-axis tool path generation for a flat-end tool based on iso-conic partitioning (Co-authors: Nan Wang, Kai Tang, Conference: Computer-Aided Design)",33_0
"On Robust Stability of BAM Neural Networks with Constant Delays (Co-authors: Chuandong Li, Xiaofeng Liao, Yong Chen, Conference: ISNN (1))",88_13
"A pinhole camera modeling of motion vector field for tennis video analysis (Co-authors: Peng Wang, Rui Cai, Bin Li, Shi-Qiang Yang, Conference: ICIP)",11_3
"An Information-Driven Framework for Image Mining (Co-authors: Ji Zhang, Wynne Hsu, Mong-Li Lee, Conference: DEXA)",24_6
"A Similarity Measure for Collaborative Filtering with Implicit Feedback (Co-authors: Tong-Queue Lee, Young Park, Yong-Tae Park, Conference: ICIC (2))",80_3
"A Case Study in Integrating Multiple E-commerce Standards via Semantic Web Technology (Co-authors: Yang Yu, Donald Hillman, Basuki Setio, Jeff Heflin, Conference: International Semantic Web Conference)",90_4
"A Service Oriented Implementation of Distributed Status Monitoring and Fault Diagnosis Systems (Co-authors: Lei Wang, Peiyu Li, Zhaohui Wu, Shangjian Chen, Conference: International Conference on Computational Science (1))",85_25
"An integrated approach to high-level information fusion (Co-authors: Katia P. Sycara, Robin Glinton, Bin Yu, Joseph A. Giampapa, Sean Owens, Michael Lewis, L. T. C. Charles Grindle, Conference: Information Fusion)",97_2
"Fast and Robust Sprite Generation for MPEG-4 Video Coding (Co-authors: Yan Lu, Wen Gao, Feng Wu, Conference: IEEE Pacific Rim Conference on Multimedia)",23_0
"How to Transform an Architectural Synthesis Tool for Low Power VLSI Designs (Co-authors: S. Gailhard, Nathalie Julien, Jean-Philippe Diguet, Eric Martin, Conference: Great Lakes Symposium on VLSI)",0_1
"Improved Approximate Detection of Duplicates for Data Streams Over Sliding Windows (Co-authors: Hong Shen, Yu Zhang, Conference: J. Comput. Sci. Technol.)",109_4
"Intelligent hybrid approach to false identity detection (Co-authors: Tossapon Boongoen, Qiang Shen, Conference: ICAIL)",19_0
"Non Contact Surface Potential Measurements for Charging Reduction During Manufacturing of Metal-Insulator-Metal Capacitors (Co-authors: Jan Ackaert, Z. Wang, Eddy De Backer, P. Colson, Peter Coppens, Conference: Microelectronics Reliability)",61_24
"Ricci Flow for 3D Shape Analysis (Co-authors: Xianfeng Gu, Sen Wang, Junho Kim, Yun Zeng, Yang Wang, Hong Qin, Dimitris Samaras, Conference: ICCV)",39_9
"A Variant to Turing's Theory of Computing Machines (Co-authors: Hao Wang, Conference: J. ACM)",69_41
"On Aggregating Teams of Learning Machines (Co-authors: Sanjay Jain, Arun Sharma, Conference: Theor. Comput. Sci.)",47_0
"Practical Grid Computing for Massively Multiplayer Games (Co-authors: David Levine, Barry Whitebook, Mark Wirt, Conference: null)",50_7
"A New Hybrid Approach for Analysis of Factors Affecting Crude Oil Price (Co-authors: Wei Xu, Jue Wang, Xun Zhang, Wen Zhang, Shouyang Wang, Conference: International Conference on Computational Science (3))",1_31
"Distributed parallel processing in networks of workstations (Co-authors: Yang Wang, Conference: null)",39_0
"Hierarchical Problem Solving and the Bayesian Optimization Algorithm (Co-authors: Martin Pelikan, David E. Goldberg, Conference: GECCO)",34_0
"A Case Study of Enterprise Application Integration Based on Workflow Management System (Co-authors: Baosen Yang, Lu Liu, Conference: CONFENIS (1))",48_1
"Supporting Scalable and Distributed Data Subsetting and Aggregation in Large-Scale Seismic Data Analysis (Co-authors: X. Zhang, Benjamin Rutt, Umit V. Catalyurek, Tahsin M. Kurc, Paul L. Stoffa, Mrinal K. Sen, Joel H. Saltz, Conference: IEEE/ACM Transactions on Networking (TON))",60_27
"Procedures for Identifying Untestable and Redundant Transition Faults in Synchronous Sequential Circuits (Co-authors: Gang Chen, Sudhakar M. Reddy, Irith Pomeranz, Conference: ICCD)",108_10
"What next? A provocative look at curriculum, creativity and organization in teaching artists and designers to use computers (Co-authors: Paul Brown, Judith Crow, Brenda Laurel, Simon Penny, Conference: ACM SIGGRAPH Computer Graphics)",76_2
"Fine-Grained Power Gating Based on the Controlling Value of Logic Elements (Co-authors: Lei Chen, Takashi Horiyama, Yuichi Nakamura, Shinji Kimura, Conference: IEICE Transactions)",54_10
"Synchronization Processor Synthesis for Latency Insensitive Systems (Co-authors: Pierre Bomel, Eric Martin, Emmanuel Boutillon, Conference: CoRR)",0_1
"Unified Principal Component Analysis with generalized Covariance Matrix for face recognition (Co-authors: Shiguang Shan, Bo Cao, Yu Su, Laiyun Qing, Xilin Chen, Wen Gao, Conference: CVPR)",23_0
"An Event-State Approach to Handling Temporal Queries in an Extended Relational Database System (Co-authors: Bin Li, T. C. Ting, Conference: RIDE-TQP)",11_51
"Inference of Molecular Phylogenetic Tree Based on Minimum Model-Based Complexity Method (Co-authors: Hiroshi Tanaka, Fengrong Ren, Toshitsugu Okayama, Takashi Gojobori, Conference: ISMB)",81_1
"A Straw Man Analysis of the Probability of Waiting and Deadlock in a Database System (Co-authors: Jim Gray, Pete Homan, Henry F. Korth, Ron Obermarck, Conference: Berkeley Workshop)",99_1
"Efficient Methods on Predictions for Similarity Search over Stream Time Series (Co-authors: Xiang Lian, Lei Chen, Conference: SSDBM)",54_1
"An Effective Evidence Theory Based K-Nearest Neighbor (KNN) Classification (Co-authors: Lei Wang, Latifur Khan, Bhavani M. Thuraisingham, Conference: Web Intelligence)",85_74
"Sixty-phase generalized Barker sequences (Co-authors: Ning Zhang, Solomon W. Golomb, Conference: IEEE Transactions on Information Theory)",21_13
"True Multi-Image Alignment and its Application to Mosaicing and Lens Distortion Correction (Co-authors: Harpreet S. Sawhney, Rakesh Kumar, Conference: CVPR)",29_5
"Analysis of multiple query reformulations on the web: The interactive information retrieval context (Co-authors: Soo Young Rieh, Hong Iris Xie, Conference: Inf. Process. Manage.)",3_3
"Qualitative classification of descent phases in commercial flight data (Co-authors: Edward Smart, Honghai Liu, Chris Jesse, David Brown, Conference: International Journal of Computational Intelligence Studies)",83_3
"The ABC's of digital type (Co-authors: John Collins, Conference: BYTE)",62_6
"Text Extraction from the Web via Text-to-Tag Ratio (Co-authors: Tim Weninger, William H. Hsu, Conference: DEXA Workshops)",25_0
"Relis-G: Remote Library Install System for Computational Grids (Co-authors: Hiromasa Watanabe, Hiroki Honda, Toshitsugu Yuba, Yoshio Tanaka, Mitsuhisa Sato, Conference: Proceedings of the High Performance Computing and Grid in Asia Pacific Region, Seventh International Conference)",92_0
"Necessary and sufficient conditions for learning with correction queries. (Co-authors: Cristina Tîrnauca, Satoshi Kobayashi, Conference: Theor. Comput. Sci.)",100_0
"Exact Solutions for the Evolution of a Bubble in Stokes Flow: A Cauchy Transform Approach (Co-authors: Darren Crowdy, Michael Siegel, Conference: SIAM Journal of Applied Mathematics)",77_5
"Exact certification of global optimality of approximate factorizations via rationalizing sums-of-squares with floating point scalars (Co-authors: Erich Kaltofen, Bin Li, Zhengfeng Yang, Lihong Zhi, Conference: ISSAC)",11_41
"System R: An Architectural Overview (Co-authors: Mike W. Blasgen, Morton M. Astrahan, Donald D. Chamberlin, Jim Gray, W. Frank King III, Bruce G. Lindsay, Raymond A. Lorie, James W. Mehl, Thomas G. Price, Gianfranco R. Putzolu, Mario Schkolnick, Patricia G. Selinger, Donald R. Slutz, H. Raymond Strong, Irving L. Traiger, Bradford W. Wade, Robert A. Yost, Conference: IBM Systems Journal)",99_1
"Numerical examination of performance of some exchange-correlation functionals for molecules containing heavy elements (Co-authors: Fan Wang, Lemin Li, Conference: Journal of Computational Chemistry)",107_1
"Affective Computing Model Based on Rough Fuzzy Sets (Co-authors: Yong Chen, Yuehui Chen, Conference: IEEE ICCI)",88_0
"High resolution schemes for steady flow computation (Co-authors: Z. Wang, B. E. Richards, Conference: Journal of Computational Physics)",61_36
"Pseudo-Randomness of Discrete-Log Sequences from Elliptic Curves (Co-authors: Zhixiong Chen, Ning Zhang, Guozhen Xiao, Conference: Inscrypt)",21_3
"Conformal Geometry and Its Applications on 3D Shape Matching, Recognition, and Stitching (Co-authors: Sen Wang, Yang Wang, Miao Jin, Xianfeng David Gu, Dimitris Samaras, Conference: IEEE Trans. Pattern Anal. Mach. Intell.)",39_9
"Stepping stones in the mist (Co-authors: Paul Brown, Conference: Creative evolutionary systems)",76_2
"Blind DC Estimation in the Presence of Non-Gaussian Signal (Co-authors: Dennis Hui, R. Ramesh, Conference: VTC Fall)",70_2
"B-Fairness and Structural B-Fairness in Petri Net Models of Concurrent Systems (Co-authors: Manuel Silva, Tadao Murata, Conference: J. Comput. Syst. Sci.)",73_0
"A gauss function based approach for unbalanced ontology matching (Co-authors: Qian Zhong, Hanyu Li, Juanzi Li, Guo Tong Xie, Jie Tang, Lizhu Zhou, Yue Pan, Conference: SIGMOD Conference)",14_1
"Towards Temporal Linguistic Variables (Co-authors: Joe Halliwell, Qiang Shen, Conference: FUZZ-IEEE)",19_0
"Web-based systems design: a study of contemporary practices and an explanatory framework based on 'method-in-action (Co-authors: Michael Lang, Brian Fitzgerald, Conference: Requir. Eng.)",41_3
"Using Constraints to Model Disjunctions in Rule-Based Reasoning (Co-authors: Bing Liu, Joxan Jaffar, Conference: AAAI/IAAI, Vol. 2)",94_0
"The Application of Extended Geodesic Distance in Head Poses Estimation (Co-authors: Bingpeng Ma, Fei Yang, Wen Gao, Baochang Zhang, Conference: ICB)",23_0
"Hand Postures for Sonification Control (Co-authors: Thomas Hermann, Claudia Nolker, Helge Ritter, Conference: Gesture Workshop)",56_1
"Fault accommodation for nonlinear systems using fuzzy adaptive sliding control (Co-authors: Y. Zhang, F. Wang, T. Hesketh, D. J. Clements, R. Eaton, Conference: Int. J. Systems Science)",53_11
"A Critique of ANSI SQL Isolation Levels (Co-authors: Hal Berenson, Philip A. Bernstein, Jim Gray, Jim Melton, Elizabeth J. O'Neil, Patrick E. O'Neil, Conference: CoRR)",99_1
"Multi-Level Video Representation with Application to Keyframe Extraction (Co-authors: Xiao-Dong Yu, Lei Wang, Qi Tian, Ping Xue, Conference: MMM)",85_5
"Forward and Inverse Solutions of Electrocardiography Problem Using an Adaptive BEM Method (Co-authors: Guofa Shou, Ling Xia, Mingfeng Jiang, Feng Liu, Stuart Crozier, Conference: FIMH)",57_15
"Generative and Discriminative Learning by CL-Net (Co-authors: Yanmin Sun, Andrew K. C. Wong, Yang Wang, Conference: IEEE Transactions on Systems, Man, and Cybernetics, Part B)",39_19
"On the hardware-software partitioning problem: System modeling and partitioning techniques (Co-authors: Marisa Luisa Lopez-Vallejo, Juan Carlos Lopez, Conference: ACM Trans. Design Autom. Electr. Syst.)",13_0
"Investigating Generalization in the Anticipatory Classifier System (Co-authors: Martin Butz, David E. Goldberg, Wolfgang Stolzmann, Conference: PPSN)",34_0
"Reliability as an interdomain service (Co-authors: Hao Wang, Yang Richard Yang, Paul H. Liu, Jia Wang, Alexandre Gerber, Albert G. Greenberg, Conference: SIGCOMM)",69_18
"The Design of the GPS-Based Surveying Robot Automatic Monitoring System for Underground Mining Safety. (Co-authors: Chenguang Jiang, Jianguo Peng, Chunqiao Yuan, Guohui Wang, Yong He, Shaohong Li, Bo Liu, Conference: null)",42_27
"Improving Speaker Diarization by Cross EM Refinement (Co-authors: Huazhong Ning, Wei Xu, Yihong Gong, Thomas S. Huang, Conference: ICME)",1_17
"Getting the Best Results in Controlled Rounding with the Least Effort (Co-authors: Juan Jose Salazar Gonzalez, Philip Lowthian, Caroline Young, Giovanni Merola, Stephen Bond, David Brown, Conference: Privacy in Statistical Databases)",83_7
"Invertible classes (Co-authors: Sanjay Jain, Jochen Nessel, Frank Stephan, Conference: Theor. Comput. Sci.)",47_0
"Collaborative attacks in WiMAX networks (Co-authors: Bharat K. Bhargava, Yu Zhang, Nwokedi C. Idika, Leszek Lilien, Mehdi Azarmi, Conference: Security and Communication Networks)",109_46
"Computer Algebra Algorithms and Routines for the Computation of Conservation Laws and Fixing of Gauge in Differential Expressions (Co-authors: Thomas Wolf, A. Brand, M. Mohammadzadeh, Conference: J. Symb. Comput.)",45_1
"A New Lightweight and Scalable Encryption Algorithm for Streaming Video over Wireless Networks (Co-authors: Hao Wang, Chong-wei Xu, Conference: ICWN)",69_11
"Static Analysis for Optimizing Reference Counting (Co-authors: Young Park, Benjamin Goldberg, Conference: Inf. Process. Lett.)",80_0
"A Novel Artificial Immune Network Model and Analysis on Its Dynamic Behavior and Stabilities (Co-authors: Liya Wang, Lei Wang, Yinling Nie, Conference: ICNC (2))",85_49
"Effective Criterion Functions for Efficient Agglomerative Clustering on Very Large Networks. (Co-authors: Yang Wang, Mingyuan An, Conference: null)",39_14
"Efficient Similarity Join over Multiple Stream Time Series (Co-authors: Xiang Lian, Lei Chen, Conference: IEEE Trans. Knowl. Data Eng.)",54_1
"A method of combining multiple probabilistic classifiers through soft competition on different feature sets (Co-authors: Ke Chen, Huisheng Chi, Conference: Neurocomputing)",58_7
"Nonparametric background generation (Co-authors: Yazhou Liu, Hongxun Yao, Wen Gao, Xilin Chen, Debin Zhao, Conference: J. Visual Communication and Image Representation)",23_0
"High-Availability Computer Systems (Co-authors: Jim Gray, Daniel P. Siewiorek, Conference: IEEE Computer)",99_1
"Solvability of multi-point boundary value problem at resonance-part IV (Co-authors: Bing Liu, Conference: Applied Mathematics and Computation)",94_17
"Static Address Generation Easing: a Design Methodology for Parallel Interleaver Architectures (Co-authors: Cyrille Chavet, Philippe Coussy, Eric Martin, Pascal Urard, Conference: CoRR)",0_1
"Privacy preserving serial data publishing by role composition (Co-authors: Yingyi Bu, Ada Wai-Chee Fu, Raymond Chi-Wing Wong, Lei Chen, Jiuyong Li, Conference: PVLDB)",54_1
"Restoration of the Sphere-Cortex Homeomorphism (Co-authors: Andreas Mang, Michael Wagner, Jan Muller, Manfred Fuchs, Thorsten M. Buzug, Conference: Bildverarbeitung fur die Medizin)",43_4
"A Systematic Approach to Multi-Stage Network Attack Analysis (Co-authors: Jerald Dawkins, John Hale, Conference: IWIA)",28_0
"Two-phase Web site classification based on Hidden Markov Tree models (Co-authors: YongHong Tian, Tiejun Huang, Wen Gao, Conference: Web Intelligence and Agent Systems)",23_0
"Mobile Agents for Pervasive Computing Using a Novel Method of Message Passing (Co-authors: David Levine, Renjith Thomas, Farhad Kamangar, Gergely V. Zaruba, Conference: PDPTA)",50_1
"Curse of Dimensionality (Co-authors: Lei Chen, Conference: Theory of Computing Systems)",54_23
"Knowledge Engineering and Fifth Generation Computers (Co-authors: Koichi Furukawa, Kazuhiro Fuchi, Conference: IEEE Database Eng. Bull.)",71_0
"A New Bound on the Cyclic Chromatic Number (Co-authors: Daniel P. Sanders, Yue Zhao, Conference: J. Comb. Theory, Ser. B)",87_3
"A Constraint-Based Robotic Soccer Team (Co-authors: Yu Zhang, Alan K. Mackworth, Conference: Constraints)",109_62
"Optimal Parallel Algorithms for Polygon and Point-Set Problems (Co-authors: Richard Cole, Michael T. Goodrich, Conference: Symposium on Computational Geometry)",72_0
"A Demonstrably Correct Compiler (Co-authors: Susan Stepney, Dave Whitely, David Cooper, Colin Grant, Conference: Formal Asp. Comput.)",27_4
"Analysis on Network Model Parameters of BP Neural Network in the Assessment for Bridge Reliability. (Co-authors: Jianxi Yang, Fan Wang, Jianting Zhou, Ying Huang, Conference: null)",107_7
"Assessment of the Java programming language for use in high integrity systems (Co-authors: Jagun Kwon, Andy J. Wellings, Steve King, Conference: SIGPLAN Notices)",64_0
"Fixed-point attractor analysis for a class of neurodynamics (Co-authors: Jianfeng Feng, David Brown, Conference: Neural Computation)",83_2
"On Completeness of Logical Relations for Monadic Types (Co-authors: Slawomir Lasota, David Nowak, Yu Zhang, Conference: ASIAN)",109_13
"A proof theory for asynchronously communicating real-time systems (Co-authors: Ping Zhou, Jozef Hooman, Conference: IEEE Real-Time Systems Symposium)",49_7
"Smooth switching problem in buffered crossbar switches (Co-authors: Simin He, Shutao Sun, Wei Zhao, Yanfeng Zheng, Wen Gao, Conference: SIGMETRICS)",23_0
"Understanding online archiving (Co-authors: Paul Wang, Conference: Storage Management Solutions)",82_5
"Characteristics of the Group Interest Network (Co-authors: Ning Zhang, Conference: Numerical Analysis and Its Applications: 4th International Conference, NAA 2008, Lozenetz, Bulgaria, June 16-20, 2008. Revised Selected Papers)",21_23
"Research on Distributed Data Mining Tool Used in Control System (Co-authors: Yuekun Ma, Zhigang Li, Shuli Yu, Lei Chen, Conference: Proceedings of the 2009 International Conference on Advanced Computer Control)",54_28
"Multiagent Reinforcement Learning for a Planetary Exploration Multirobot System (Co-authors: Zheng Zhang, Shugen Ma, Binggang Cao, Li-Ping Zhang, Bin Li, Conference: PRIMA)",11_33
"Context Inference of Users' Social Relationships and Distributed Policy Management (Co-authors: Alisa Devlic, Roland Reichle, Michael Wagner, Manuele Kirsch-Pinheiro, Yves Vanrompay, Yolande Berbers, Massimo Valla, Conference: PerCom Workshops)",43_7
"On Reachability in Autonomous Continuous Petri Net Systems (Co-authors: Jorge Julvez, Laura Recalde, Manuel Silva, Conference: ICATPN)",73_0
"Choosing Business Collaborators Using Computing Intelligence Methods (Co-authors: Yu Zhang, Sheng-Bo Guo, Jun Hu, Ann Hodgkinson, Conference: ICIC (1))",109_33
"Data Compression (Co-authors: Rashid Ansari, Cheng Chang, William D. Reynolds Jr, Conference: Wiley Encyclopedia of Computer Science and Engineering)",40_0
"Non-blocking message total ordering protocol (Co-authors: Yun Wang, Junling Wang, Conference: Science in China Series F: Information Sciences)",89_2
"A RDT-Based Interconnection Network for Scalable Network-on-Chip Designs (Co-authors: Yang Yu, Mei Yang, Yulu Yang, Yingtao Jiang, Conference: ITCC (2))",90_16
"The Structure of Intrinsic Complexity of Learning (Co-authors: Sanjay Jain, Arun Sharma, Conference: J. Symb. Log.)",47_0
"Studies on Lateral Rolling Locomotion of a Snake Robot (Co-authors: Li Chen, Yuechao Wang, Shugen Ma, Bin Li, Conference: ICRA)",11_33
"The transfusion medicine tutor: the use of expert-systems technology to teach students and provide support to practitioners in antibody identification (Co-authors: Jodi Heintz Obradovich, Stephanie Guerlain, Philip J. Smith, Jack W. Smith,  Jr., Sally Rudmann, Larry Sachs, John Svirbley, Melanie Kennedy, Patricia L. Strohm, Conference: Proceedings of the 1996 international conference on Learning sciences)",32_0
"Intelligent Route Finding: Combining Knowledge and Cases and an Efficient Search Algorithm (Co-authors: Bing Liu, Conference: ECAI)",94_0
"An Efficient Certified Email Protocol (Co-authors: Jun Shao, Min Feng, Bin Zhu, Zhenfu Cao, Conference: ISC)",9_0
"On the pseudoachromatic number of join of graphs (Co-authors: R. Balasubramanian, Venkatesh Raman, V. Yegnanarayanan, Conference: Int. J. Comput. Math.)",74_0
"An efficient protocol for anonymous and fair document exchange (Co-authors: Ning Zhang, Qi Shi, Madjid Merabti, Conference: Computer Networks)",21_0
"A Resource Access Decision Service for CORBA-Based Distributed Systems (Co-authors: Konstantin Beznosov, Yi Deng, Bob Blakley, C. Burt, John F. Barkley, Conference: ACSAC)",93_0
"Defining and Measuring the Productivity of Programming Languages (Co-authors: Ken Kennedy, Charles Koelbel, Robert Schreiber, Conference: IEEE/ACM Transactions on Networking (TON))",67_0
"Context-based Arithmetic Coding Reexamined for DCT Video Compression (Co-authors: Li Zhang, Xiaolin Wu, Ning Zhang, Wen Gao, Qiang Wang, Debin Zhao, Conference: ISCAS)",23_0
"An Interference Free Data Aggregation Protocol for Clustered Wireless Sensor Networks. (Co-authors: Lei Chen, Bao-Hua Zhao, Conference: null)",54_37
"A Modular System for the Classification of Time Series Data (Co-authors: Lei Chen, Mohamed Kamel, Ju Jiang, Conference: Multiple Classifier Systems)",54_1
"A two steps method: non linear regression and pruning neural network for analyzing multicomponent mixtures (Co-authors: Cesar Hervas-Martinez, Jose Antonio Martinez Heras, Sebastian Ventura, Manuel Silva, Conference: ESANN)",73_1
"Synthesizing Learners Tolerating Computable Noisy Data (Co-authors: John Case, Sanjay Jain, Conference: ALT)",47_0
"Fourier method for large-scale surface modeling and registration. (Co-authors: Li Shen, Sungeun Kim, Andrew J. Saykin, Conference: Computers and Graphics)",51_0
"Equilibria in Social Belief Removal (Co-authors: Richard Booth, Thomas Meyer, Conference: KR)",79_1
"Energy Minimization for Real-Time Data Gathering in Wireless Sensor Networks (Co-authors: Yang Yu, Viktor K. Prasanna, Bhaskar Krishnamachari, Conference: IEEE Transactions on Wireless Communications)",90_13
"Nonparametric regression using linear combinations of basis functions (Co-authors: Robert Kohn, Michael Smith, David Chan, Conference: Statistics and Computing)",2_18
"Towards an Authentication Middleware to Support Ubiquitous Web Access (Co-authors: Ning Zhang, Jay Chin, Alan L. Rector, Carole A. Goble, Y. Li, Conference: COMPSAC Workshops)",21_0
"Exploring the Energy-Time Tradeoff in MPI Programs on a Power-Scalable Cluster (Co-authors: Vincent W. Freeh, Feng Pan, Nandini Kappiah, David K. Lowenthal, Robert Springer, Conference: IPDPS)",46_3
"A Framework for Checking Behavioral Compatibility for Component Selection (Co-authors: Lei Wang, Padmanabhan Krishnan, Conference: ASWEC)",85_11
"Business Process-Oriented Software Architecture for Supporting Business Process Change (Co-authors: Qing Yao, Jing Zhang, Haiyang Wang, Conference: ISECS)",105_0
"Linear block codes for error detection (Co-authors: Tadao Kasami, Torleiv Klove, Shu Lin, Conference: IEEE Transactions on Information Theory)",26_0
"PICO-NPA: High-Level Synthesis of Nonprogrammable Hardware Accelerators (Co-authors: Robert Schreiber, Shail Aditya, Scott A. Mahlke, Vinod Kathail, B. Ramakrishna Rau, Darren C. Cronquist, Mukund Sivaraman, Conference: VLSI Signal Processing)",67_0
"Reducing the Latency of L2 Misses in Shared-Memory Multiprocessors through On-Chip Directory Integration (Co-authors: Manuel E. Acacio, Jose Gonzalez, Jose M. Garcia, Jose Duato, Conference: PDP)",98_0
"Fuzzy Description of Topological Relations I: A Unified Fuzzy 9-Intersection Model (Co-authors: Shihong Du, Qiming Qin, Qiao Wang, Bin Li, Conference: ICNC (3))",11_27
"Testing Structure Freeness of Regular Sets of Biomolecular Sequences (Co-authors: Satoshi Kobayashi, Conference: DNA)",100_0
"Mobile technologies for the world's children (Co-authors: Allison Druin, David Cavallo, Christopher Fabian, Benjamin B. Bederson, Glenda Revelle, Yvonne Rogers, Jim Gray, Conference: CHI Extended Abstracts)",99_5
"On Gauss quadrature and partial cross validation (Co-authors: A. S. Kozek, J. Yin, Conference: Computational Statistics  Data Analysis)",17_5
"Arbitrarily smooth orthogonal nonseparable wavelets in R2 (Co-authors: Eugene Belogay, Yang Wang, Conference: SIAM Journal on Mathematical Analysis)",39_52
"Memory Subsystem Characterization in a 16-Core Snoop-Based Chip-Multiprocessor Architecture (Co-authors: Francisco J. Villa, Manuel E. Acacio, Jose M. Garcia, Conference: HPCC)",98_0
"Automatic sports genre categorization and view-type classification over large-scale dataset (Co-authors: Lingfang Li, Ning Zhang, Ling-Yu Duan, Qingming Huang, Jun Du, Ling Guan, Conference: ACM Multimedia)",21_25
"Adoption of Cognitive Radio Scheme to Class-Based Call Admission Control. (Co-authors: Dongyue Xue, Hui Yu, Xinbing Wang, Hsiao-Hwa Chen, Conference: null)",96_19
"Linear Algebraic and Linear Programming Techniques for the Analysis of Place or Transition Net Systems (Co-authors: Manuel Silva, Enrique Teruel, Jose Manuel Colom, Conference: Petri Nets)",73_0
"An effective algorithm of motif finding problem (Co-authors: Yong Chen, Guojun Li, Conference: IJBRA)",88_0
"A Catalog of Errors (Co-authors: Jane M. Fraser, Philip J. Smith, Jack W. Smith, Conference: International Journal of Man-Machine Studies)",32_0
