text;label
An Ensemble of Competitive Learning Networks with Different Representations for Temporal Data Clustering (Co-authors: Yun Yang, Ke Chen, Conference: IJCNN);587
A simplified LVI-based primal-dual neural network for repetitive motion planning of PA10 robot manipulator starting from different initial states (Co-authors: Yunong Zhang, Zhiguo Tan, Zhi Yang, Xuanjiao Lv, Ke Chen, Conference: IJCNN);589
Zhang neural network without using time-derivative information for constant and time-varying matrix inversion (Co-authors: Yunong Zhang, Zenghai Chen, Ke Chen, Binghuang Cai, Conference: IJCNN);589
MATLAB Simulation and Comparison of Zhang Neural Network and Gradient Neural Network for Time-Varying Lyapunov Equation Solving (Co-authors: Yunong Zhang, Shuai Yue, Ke Chen, Chenfu Yi, Conference: ISNN (1));589
Universal Background Models for Real-time Speaker Change Detection (Co-authors: Ting-Yao Wu, Lie Lu, Ke Chen, HongJiang Zhang, Conference: MMM);587
Perceiving without Learning: From Spirals to Inside/Outside Relations (Co-authors: Ke Chen, DeLiang L. Wang, Conference: NIPS);587
Regularized Boost for Semi-Supervised Learning (Co-authors: Ke Chen, Shihai Wang, Conference: NIPS);587
On k-Median clustering in high dimensions (Co-authors: Ke Chen, Conference: SODA);584
A constant factor approximation algorithm for k-median clustering with outliers (Co-authors: Ke Chen, Conference: SODA);584
An Immunity-Based Intrusion Detection Solution for Database Systems (Co-authors: Ke Chen, Gang Chen, Jinxiang Dong, Conference: WAIM);586
Watermarking Abstract Tree-Structured Data (Co-authors: Gang Chen, Ke Chen, Tianlei Hu, Jinxiang Dong, Conference: WAIM);586
GARWM: Towards a Generalized and Adaptive Watermark Scheme for Relational Data (Co-authors: Tianlei Hu, Gang Chen, Ke Chen, Jinxiang Dong, Conference: WAIM);586
Cost-Aware Caching Algorithms for Distributed Storage Servers (Co-authors: Shuang Liang, Ke Chen, Song Jiang, Xiaodong Zhang, Conference: DISC);584
An Empirical Study on Improving the Manufacturing Informatization Index System of China (Co-authors: Wei Guo, Ke Chen, Jia Wang, Conference: WKDD);581
The Data Mining Technology Based on CIMS and its Application on Automotive Remanufacturing (Co-authors: Ke Chen, Jia Wang, Conference: WKDD);581
Common Nature of Learning Exemplified by BP and Hopfield Neural Networks for Solving Online a System of Linear Equations (Co-authors: Yunong Zhang, Zhan Li, Ke Chen, Binghuang Cai, Conference: ICNSC);589
MATLAB Simulink Modeling and Simulation of Zhang Neural Network for Online Time-Varying Matrix Inversion (Co-authors: Yunong Zhang, Xiaojiao Guo, Weimu Ma, Ke Chen, Binghuang Cai, Conference: ICNSC);589
PFRES: protein fold classification by using evolutionary information and predicted secondary structure (Co-authors: Ke Chen, Lukasz A. Kurgan, Conference: Bioinformatics);583
Accurate sequence-based prediction of catalytic residues (Co-authors: Tuo Zhang, Hua Zhang, Ke Chen, Shiyi Shen, Jishou Ruan, Lukasz A. Kurgan, Conference: Bioinformatics);583
Efficient parallelization of the iterative solution of a coupled fluid-structure interaction problem (Co-authors: Martyn D. Hughes, Ke Chen, Conference: Concurrency and Computation: Practice and Experience);588
On a Recursive Schur Preconditioner for Iterative Solution of a Class of Dense Matrix Problems (Co-authors: Judith M. Ford, Ke Chen, David J. Evans, Conference: Int. J. Comput. Math.);588
New wavelet preconditioner for solving boundary integral equations over nonsmooth boundaries (Co-authors: Stuart C. Hawkins, Ke Chen, Conference: Int. J. Comput. Math.);588
An efficient preconditioned iterative solver for solving a coupled fluid structure interaction problem (Co-authors: Martyn D. Hughes, Ke Chen, Conference: Int. J. Comput. Math.);588
An improved and accelerated non-linear multigrid method for total-variation denoising (Co-authors: Joseph Savage, Ke Chen, Conference: Int. J. Comput. Math.);5810
Preconditioning and convergence in the right norm (Co-authors: Raymond H. Chan, Ke Chen, Conference: Int. J. Comput. Math.);588
Fast iterative and preconditioning methods for linear and non-linear systems (Co-authors: Ke Chen, Conference: Int. J. Comput. Math.);588
A Modular Neural Network Architecture for Pattern Classification Based on Different Feature Sets (Co-authors: Ke Chen, Huisheng Chi, Conference: Int. J. Neural Syst.);587
A method of combining multiple probabilistic classifiers through soft competition on different feature sets (Co-authors: Ke Chen, Huisheng Chi, Conference: Neurocomputing);587
A self-generating modular neural network architecture for supervised learning (Co-authors: Ke Chen, Liping Yang, Xiang Yu, Huisheng Chi, Conference: Neurocomputing);587
MATLAB Simulink modeling and simulation of LVI-based primal-dual neural network for solving linear and quadratic programs (Co-authors: Yunong Zhang, Weimu Ma, Xiao-Dong Li, Hong-Zhou Tan, Ke Chen, Conference: Neurocomputing);589
Methods of Combining Multiple Classifiers with Different Features and Their Applications to Text-Independent Speaker Identification (Co-authors: Ke Chen, Lan Wang, Huisheng Chi, Conference: IJPRAI);587
Prediction of protein structural class using novel evolutionary collocation-based sequence representation (Co-authors: Ke Chen, Lukasz A. Kurgan, Jishou Ruan, Conference: Journal of Computational Chemistry);583
Prediction of integral membrane protein type by collocated hydrophobic amino acid pairs (Co-authors: Ke Chen, Yingfu Jiang, Li Du, Lukasz A. Kurgan, Conference: Journal of Computational Chemistry);583
A Nonlinear Multigrid Method for Total Variation Minimization from Image Restoration (Co-authors: Ke Chen, Xue-Cheng Tai, Conference: J. Sci. Comput.);588
Combining Linear Discriminant Functions with Neural Networks for Supervised Learning (Co-authors: Ke Chen, Xiang Yu, Huisheng Chi, Conference: Neural Computing and Applications);587
A dynamically coupled neural oscillator network for image segmentation (Co-authors: Ke Chen, DeLiang L. Wang, Conference: Neural Networks);587
Improved learning algorithms for mixture of experts in multiclass classification (Co-authors: Ke Chen, Lei Xu, Huishen Chi, Conference: Neural Networks);587
Text-Dependent Speaker Identification Based on Input/Output HMMs: An Empirical Study (Co-authors: Ke Chen, Dahong Xie, Huisheng Chi, Conference: Neural Processing Letters);587
Flexible parallelization of fast wavelet transforms (Co-authors: Judith M. Ford, Ke Chen, Neville J. Ford, Conference: Parallel Algorithms Appl.);588
Adaptive Smoothing via Contextual and Local Discontinuities (Co-authors: Ke Chen, Conference: IEEE Trans. Pattern Anal. Mach. Intell.);587
Parallel algorithms of the Purcell method for direct solution of linear systems (Co-authors: Ke Chen, Choi H. Lai, Conference: Parallel Computing);588
Towards better making a decision in speaker verification (Co-authors: Ke Chen, Conference: Pattern Recognition);587
A connectionist method for pattern classification with diverse features (Co-authors: Ke Chen, Conference: Pattern Recognition Letters);587
On the use of nearest feature line for speaker identification (Co-authors: Ke Chen, Ting-Yao Wu, HongJiang Zhang, Conference: Pattern Recognition Letters);587
Online Conflict-Free Coloring for Intervals (Co-authors: Ke Chen, Amos Fiat, Haim Kaplan, Meital Levy, Jiri Matousek, Elchanan Mossel, Janos Pach, Micha Sharir, Shakhar Smorodinsky, Uli Wagner, Emo Welzl, Conference: SIAM J. Comput.);584
The Euclidean Orienteering Problem Revisited (Co-authors: Ke Chen, Sariel Har-Peled, Conference: SIAM J. Comput.);584
Online conflict-free coloring for halfplanes, congruent disks, and axis-parallel rectangles (Co-authors: Ke Chen, Haim Kaplan, Micha Sharir, Conference: ACM Transactions on Algorithms);584
Hbm infty Fuzzy Filtering of Nonlinear Systems With Intermittent Measurements (Co-authors: Huijun Gao, Yan Zhao, James Lam, Ke Chen, Conference: IEEE T. Fuzzy Systems);582
On Two Multigrid Algorithms for Modeling Variational Multiphase Image Segmentation (Co-authors: N. Badshah, K. Chen, Conference: IEEE Transactions on Image Processing);588
Heuristic Discovery of Role-Based Trust Chains in Peer-to-Peer Networks (Co-authors: Ke Chen, Kai Hwang, Gang Chen, Conference: IEEE Trans. Parallel Distrib. Syst.);586
On the use of different speech representations for speaker modeling (Co-authors: Ke Chen, Conference: IEEE Transactions on Systems, Man, and Cybernetics, Part C);587
An Implicit Wavelet Sparse Approximate Inverse Preconditioner (Co-authors: Stuart C. Hawkins, Ke Chen, Conference: SIAM J. Scientific Computing);588
Fast Multilevel Algorithm for a Minimization Problem in Impulse Noise Removal (Co-authors: Raymond H. Chan, Ke Chen, Conference: SIAM J. Scientific Computing);588
On Adapting Test Function Methods for Fast Detection of fold bifurcations in Power Systems (Co-authors: Anwar Hussein, Ke Chen, Haibin Wan, Conference: I. J. Bifurcation and Chaos);5811
Trends in Neural Computation (Co-authors: Ke Chen, Lipo Wang, Conference: null);587
Combining Competitive Learning Networks of Various Representations for Sequential Data Clustering (Co-authors: Yun Yang, Ke Chen, Conference: Trends in Neural Computation);587
Sequence based residue depth prediction using evolutionary information and predicted secondary structure (Co-authors: Hua Zhang, Tuo Zhang, Ke Chen, Shiyi Shen, Jishou Ruan, Lukasz A. Kurgan, Conference: BMC Bioinformatics);583
SCPRED: Accurate prediction of protein structural class for sequences of twilight-zone similarity with predicting sequences (Co-authors: Lukasz A. Kurgan, Krzysztof J. Cios, Ke Chen, Conference: BMC Bioinformatics);583
Erratum to 'Adaptive Smoothing via Contextual and Local Discontinuities (Co-authors: Ke Chen, Conference: IEEE Trans. Pattern Anal. Mach. Intell.);587
Repetitive motion of redundant robots planned by three kinds of recurrent neural networks and illustrated with a four-link planar manipulator's straight-line example (Co-authors: Yunong Zhang, Zhiguo Tan, Ke Chen, Zhi Yang, Xuanjiao Lv, Conference: Robotics and Autonomous Systems);589
Trends in Neural Computation (Co-authors: Ke Chen, Lipo Wang, Conference: null);587
Global exponential convergence and stability of gradient-based neural network for online matrix inversion (Co-authors: Yunong Zhang, Yanyan Shi, Ke Chen, Chaoli Wang, Conference: Applied Mathematics and Computation);589
HuMiTar: A sequence-based method for prediction of human microRNA targets (Co-authors: Jishou Ruan, Hanzhe Chen, Lukasz A. Kurgan, Ke Chen, Chunsheng Kang, Peiyu Pu, Conference: Synthesis Lectures on Computer Science);583
Trends in Neural Computation (Co-authors: Ke Chen, Lipo Wang, Conference: null);587
An adaptive load balancing framework for parallel database systems based on collaborative agents. (Co-authors: Tianlei Hu, Gang Chen, Ke Chen, Jinxiang Dong, Conference: null);586
A logical replication-based intrusion detection approach for CSCW system. (Co-authors: Ke Chen, Gang Chen, Tianlei Hu, Jinxiang Dong, Conference: null);586
Efficient Holistic Twig Join Algorithm on XML Documents with Optimization Rules and Index. (Co-authors: Jinhua Jiang, Gang Chen, Lidan Shou, Ke Chen, Conference: null);586
OTJFast: Processing Ordered XML Twig Join Fast. (Co-authors: Jinhua Jiang, Gang Chen, Lidan Shou, Ke Chen, Conference: null);586
Boundary-Based Feature Extraction and Recognition of Breast Tumors Using Support Vector Machine. (Co-authors: Jiangli Lin, Ke Chen, Yulan Peng, Conference: null);5815
On Coresets for k-Median and k-Means Clustering in Metric and Euclidean Spaces and Their Applications. (Co-authors: Ke Chen, Conference: SIAM J. Comput.);588
Trends in Neural Computation (Studies in Computational Intelligence) (Co-authors: Ke Chen, Lipo Wang, Conference: null);587
Advances in Natural Computation: First International Conference, ICNC 2005, Changsha, China, August 27-29, 2005, Proceedings, Part I (Lecture Notes in ... Science) (Lecture Notes in Computer Science) (Co-authors: Lipo Wang, Ke Chen, Yew Soon Ong, Conference: null);587
UBM-based incremental speaker adaptation (Co-authors: Yi-Wen Liu, Lie Lu, Ke Chen, Hong-Jiang Zhang, Conference: Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 1);587
Multilevel algorithm for a Poisson noise removal model with total-variation regularization (Co-authors: Raymond H. Chan, Ke Chen, Conference: International Journal of Computer Mathematics);588
Application research of an LFB management and development model in ForCES router (Co-authors: Ke Chen, Ligang Dong, Weiming Wang, Conference: Proceedings of the 2008 International Conference on Advanced Infocomm Technology);5814
An efficient method for evaluating the integral of a class of highly oscillatory functions (Co-authors: Paul J. Harris, Ke Chen, Conference: Journal of Computational and Applied Mathematics);588
On efficient preconditioners for iterative solution of a Galerkin boundary element equation for the three-dimensional exterior Helmholtz problem (Co-authors: Paul J. Harris, Ke Chen, Conference: Journal of Computational and Applied Mathematics);588
Bonding of Cu-based high aspect ratio microscale structures with Sn intermediate layers (Co-authors: Fanghua Mei, Ke Chen, B. Lu, Wen Jin Meng, Conference: Microsystem Technologies);585
An Analysis of Sparse Approximate Inverse Preconditioners for Boundary Integral Equations (Co-authors: Ke Chen, Conference: SIAM Journal on Matrix Analysis and Applications);588
On Two Variants of an Algebraic Wavelet Preconditioner (Co-authors: Tony F. Chan, Ke Chen, Conference: SIAM Journal on Scientific Computing);588
On a Class of Preconditioning Methods for Dense Linear Systems from Boundary Elements (Co-authors: Ke Chen, Conference: SIAM Journal on Scientific Computing);588
Perceiving without learning: from spirals to inside/outside relations (Co-authors: Ke Chen, DeLiang L. Wang, Conference: Proceedings of the 1998 conference on Advances in neural information processing systems II);587
MATLAB Simulation and Comparison of Zhang Neural Network and Gradient Neural Network for Online Solution of Linear Time-Varying Matrix Equation AXB - C = 0 (Co-authors: Ke Chen, Shuai Yue, Yunong Zhang, Conference: Proceedings of the 4th international conference on Intelligent Computing: Advanced Intelligent Computing Theories and Applications - with Aspects of Artificial Intelligence);589
"Efficient parallelization of the iterative solution of a coupled fluidandndash;structure interaction problem: Research Articles (Co-authors: Martyn D. Hughes, Ke Chen, Conference: Concurrency and Computation: Practice Experience)";588
"Online Conflict-Free Coloring for Intervals (Co-authors: Ke Chen, Amos Fiat, Haim Kaplan, Meital Levy, Jirandcaron;i´ Matousandcaron;ek, Elchanan Mossel, Ja´nos Pach, Micha Sharir, Shakhar Smorodinsky, Uli Wagner, Emo Welzl, Conference: SIAM Journal on Computing)";584
Simulink Modeling and Comparison of Zhang Neural Networks and Gradient Neural Networks for Time-Varying Lyapunov Equation Solving (Co-authors: Yunong Zhang, Ke Chen, Xuezhong Li, Chengfu Yi, Hong Zhu, Conference: Proceedings of the 2008 Fourth International Conference on Natural Computation - Volume 03);589
Acquiring Case Adaptation Knowledge: A Hybrid Approach (Co-authors: David B. Leake, Andrew Kinley, David C. Wilson, Conference: AAAI/IAAI, Vol. 1);590
Case-Based Similarity Assessment: Estimating Adaptability from Experience (Co-authors: David B. Leake, Andrew Kinley, David C. Wilson, Conference: AAAI/IAAI);590
The Law of Choice and the Decision Not to Decide (Co-authors: David C. Wilson, Suzanne Leland, Kenneth Godwin, Andrew Baxter, Ashley Levy, Jamie Smart, Nadia Najjar, Jayakrishnan Andaparambil, Conference: AAAI);590
Adaptive Presentation and Navigation for Geospatial Imagery Tasks (Co-authors: Dympna O'Sullivan, Eoin McLoughlin, Michela Bertolotto, David C. Wilson, Conference: AH);590
Contextual Media Integration and Recommendation for Mobile Medical Diagnosis (Co-authors: David C. Wilson, Eoin McLoughlin, Dympna O'Sullivan, Michela Bertolotto, Conference: AH);590
Data Mining Support for Case-Based Collaborative Recommendation (Co-authors: Barry Smyth, David C. Wilson, Derry O'Sullivan, Conference: AICS);590
Grounding geovisualization interface design: a study of interactive map use (Co-authors: Pamela Karr Wisniewski, Okan Pala, Heather Richter Lipford, David C. Wilson, Conference: CHI Extended Abstracts);590
Using T-Ret System to Improve Incident Report Retrieval (Co-authors: Joe Carthy, David C. Wilson, Ruichao Wang, John Dunnion, Anne Drummond, Conference: CICLing);590
A Knowledge Management System for Intelligent Retrieval of Geo-Spatial Imagery (Co-authors: Eoin McLoughlin, Dympna O'Sullivan, Michela Bertolotto, David C. Wilson, Conference: CIVR);590
Context-Oriented Image Retrieval (Co-authors: Dympna O'Sullivan, Eoin McLoughlin, Michela Bertolotto, David C. Wilson, Conference: CONTEXT);590
Using Data Mining for Modeling Personalized Maps (Co-authors: Joe Weakliam, David C. Wilson, Conference: ER (Workshops));590
Digital Image Similarity for Geo-spatial Knowledge Management (Co-authors: James D. Carswell, David C. Wilson, Michela Bertolotto, Conference: ECCBR);590
Analysing Similarity Essence for Case Based Recommendation (Co-authors: Derry O'Sullivan, Barry Smyth, David C. Wilson, Conference: ECCBR);590
Remembering Why to Remember: Performance-Guided Case-Base Maintenance (Co-authors: David B. Leake, David C. Wilson, Conference: EWCBR);590
Categorizing Case-Base Maintenance: Dimensions and Directions (Co-authors: David B. Leake, David C. Wilson, Conference: EWCBR);590
Improving Case-Based Recommendation: A Collaborative Filtering Approach (Co-authors: Derry O'Sullivan, David C. Wilson, Barry Smyth, Conference: ECCBR);590
A Case-Based Approach to Managing Geo-spatial Imagery Tasks (Co-authors: Dympna O'Sullivan, Eoin McLoughlin, Michela Bertolotto, David C. Wilson, Conference: ECCBR);590
In-Depth Analysis of Similarity Knowledge and Metric Contributions to Recommender Performance (Co-authors: Derry O'Sullivan, Barry Smyth, David C. Wilson, Conference: FLAIRS Conference);590
Using Collaborative Filtering Data in Case-Based Recommendation (Co-authors: Derry O'Sullivan, David C. Wilson, Barry Smyth, Conference: FLAIRS Conference);590
Preserving Recommender Accuracy and Diversity in Sparse Datasets (Co-authors: Derry O'Sullivan, David C. Wilson, Barry Smyth, Conference: FLAIRS Conference);590
Implicit interaction profiling for recommending spatial content (Co-authors: Joe Weakliam, Michela Bertolotto, David C. Wilson, Conference: GIS);590
Analysis of implicit interest indicators for spatial data (Co-authors: Eoin Mac Aoidh, Michela Bertolotto, David C. Wilson, Conference: GIS);590
Charting new ground: modeling user behavior in interactive geovisualization (Co-authors: David C. Wilson, Heather Richter Lipford, Erin Carroll, Pamela Karr, Nadia Najjar, Conference: GIS);590
Case Studies in Association Rule Mining for Recommender Systems (Co-authors: Barry Smyth, Kevin McCarthy, James Reilly, Derry O'Sullivan, Lorraine McGinty, David C. Wilson, Conference: IC-AI);590
DubLet: An Online CBR System for Rental Property Recommendation (Co-authors: Gareth Hurley, David C. Wilson, Conference: ICCBR);590
Learning to Improve Case Adaption by Introspective Reasoning and CBR (Co-authors: David B. Leake, Andrew Kinley, David C. Wilson, Conference: ICCBR);590
A Case Study of Case-Based CBR (Co-authors: David B. Leake, Andrew Kinley, David C. Wilson, Conference: ICCBR);590
Combining CBR with Interactive Knowledge Acquisition, Manipulation and Reuse (Co-authors: David B. Leake, David C. Wilson, Conference: ICCBR);590
When Experience Is Wrong: Examining CBR for Changing Tasks and Environments (Co-authors: David B. Leake, David C. Wilson, Conference: ICCBR);590
Constructing and Transforming CBR Implementations: Techniques for Corporate Memory Management (Co-authors: Arijit Sengupta, David C. Wilson, David B. Leake, Conference: ICCBR Workshops);590
Implicit Profiling for Contextual Reasoning About Users Spatial Preferences (Co-authors: Eoin Mac Aoidh, Michela Bertolotto, David C. Wilson, Conference: CaCoA);590
Knowledge Capture and Reuse for Geo-spatial Imagery Tasks (Co-authors: David C. Wilson, Michela Bertolotto, Eoin McLoughlin, Dympna O'Sullivan, Conference: ICCBR);590
Textual CBR for Incident Report Retrieval (Co-authors: David C. Wilson, Joe Carthy, Karl Abbey, John Sheppard, Ruichao Wang, John Dunnion, Anne Drummond, Conference: ICCSA (1));590
A Multimodal Interface for Personalising Spatial Data in Mobile GIS (Co-authors: Julie Doyle, Joe Weakliam, Michela Bertolotto, David C. Wilson, Conference: ICEIS (5));590
Learning to Integrate Multiple Knowledge Sources for Case-Based Reasoning (Co-authors: David B. Leake, Andrew Kinley, David C. Wilson, Conference: IJCAI (1));590
Capturing and Reusing Case-Based Context for Image Retrieval (Co-authors: Dympna O'Sullivan, Eoin McLoughlin, Michela Bertolotto, David C. Wilson, Conference: IJCAI);590
Explicit vs Implicit Profiling - A Case-Study in Electronic Programme Guides (Co-authors: Derry O'Sullivan, Barry Smyth, David C. Wilson, Conference: IJCAI);590
Comparison of Traditional Brain Segmentation Tools with 3D Self-Organizing Maps (Co-authors: David Dean, Krishnamurthy Subramanyan, Janardhan Kamath, Fred L. Bookstein, David C. Wilson, David Kwon, Peter Buckley, Conference: IPMI);593
Capturing task knowledge for geo-spatial imagery (Co-authors: Dympna O'Sullivan, Eoin McLoughlin, Michela Bertolotto, David C. Wilson, Conference: K-CAP);590
Managing Spatial Knowledge for Mobile Personalized Applications (Co-authors: Joe Weakliam, Daniel Lynch, Julie Doyle, Helen Min Zhou, Eoin Mac Aoidh, Michela Bertolotto, David C. Wilson, Conference: KES (4));590
Task-Based Image Annotation and Retrieval (Co-authors: Dympna O'Sullivan, David C. Wilson, Michela Bertolotto, Eoin McLoughlin, Conference: RSFDGrC);590
MEDIC: MobilE Diagnosis for Improved Care (Co-authors: Eoin McLoughlin, Dympna O'Sullivan, Michela Bertolotto, David C. Wilson, Conference: SAC);590
Developing Non-proprietary Personalized Maps for Web and Mobile Environments (Co-authors: Julie Doyle, Qiang Han, Joe Weakliam, Michela Bertolotto, David C. Wilson, Conference: W2GIS);590
Delivering Personalized Context-Aware Spatial Information to Mobile Devices (Co-authors: Joe Weakliam, Daniel Lynch, Julie Doyle, Michela Bertolotto, David C. Wilson, Conference: W2GIS);590
Multimodal Interaction - Improving Usability and Efficiency in a Mobile GIS Context (Co-authors: Julie Doyle, Michela Bertolotto, David C. Wilson, Conference: ACHI);590
A Case-Based Framework for Interactive Capture and Reuse of Design Knowledge (Co-authors: David B. Leake, David C. Wilson, Conference: Appl. Intell.);590
Introduction to the Special Issue on Maintaining Case-Based Reasoning Systems (Co-authors: David B. Leake, Barry Smyth, David C. Wilson, Qiang Yang, Conference: Computational Intelligence);590
Maintaining Cased-Based Reasoners: Dimensions and Directions (Co-authors: David C. Wilson, David B. Leake, Conference: Computational Intelligence);590
Decomposition methods for convolution operators (Co-authors: Zohra Z. Manseur, David C. Wilson, Conference: CVGIP: Graphical Model and Image Processing);592
Biomedical Image Analysis (Co-authors: Amir A. Amini, Fred L. Bookstein, David C. Wilson, Conference: Computer Vision and Image Understanding);593
Interpretation of a basic hypergeometric identity with Lie characters and Young tableaux (Co-authors: Robert A. Procter, David C. Wilson, Conference: Discrete Mathematics);591
Preserving recommender accuracy and diversity in sparse datasets (Co-authors: Derry O'Sullivan, Barry Smyth, David C. Wilson, Conference: International Journal on Artificial Intelligence Tools);590
Understanding Case Based Recommendation: A Similarity Knowledge Perspective (Co-authors: Derry O'Sullivan, Barry Smyth, David C. Wilson, Conference: International Journal on Artificial Intelligence Tools);590
Sparsity Reduction in Collaborative Recommendation: A Case-Based Approach (Co-authors: David C. Wilson, Barry Smyth, Derry O'Sullivan, Conference: IJPRAI);590
Personalised maps in multimodal mobile GIS (Co-authors: David C. Wilson, Julie Doyle, Joe Weakliam, Michela Bertolotto, Daniel Lynch, Conference: Int. J. Web Eng. Technol.);590
Improving the Quality of the Personalized Electronic Program Guide (Co-authors: Derry O'Sullivan, Barry Smyth, David C. Wilson, Kieran McDonald, Alan F. Smeaton, Conference: User Model. User-Adapt. Interact.);590
Using sketches and knowledge bases for geo-spatial image retrieval (Co-authors: Michela Bertolotto, James D. Carswell, Eoin McLoughlin, Dympna O'Sullivan, David C. Wilson, Conference: Computers, Environment and Urban Systems);590
Medical Imagery in Case-Based Reasoning (Co-authors: David C. Wilson, Dympna O'Sullivan, Conference: Case-Based Reasoning on Images and Signals);590
Personalizing Location-Aware Applications (Co-authors: Eoin Mac Aoidh, Michela Bertolotto, David C. Wilson, Conference: Geospatial Services and Applications for the Internet);590
A Study of Spatial Interaction Behaviour for Improved Delivery of Web-Based Maps (Co-authors: Eoin Mac Aoidh, David C. Wilson, Michela Bertolotto, Conference: W2GIS);590
Mobile case-based decision support for intelligent patient knowledge management (Co-authors: Dympna O'Sullivan, Eoin McLoughlin, Michela Bertolotto, David C. Wilson, Conference: TOCT);590
A q-series approach to deblurring the discrete Gaussian (Co-authors: Bernard A. Mair, Zoltán Réti, David C. Wilson, Edward A. Geiser, Bryn David, Conference: Computer Vision and Image Understanding);592
"Proceedings of the 8th International Conference on Case-Based Reasoning: Case-Based Reasoning Research and Development (Co-authors: Lorraine Mcginty, David C. Wilson, Conference: Lecture Notes In Artificial Intelligence; Vol. 5650)";590
An analytic technique for router comparison (Co-authors: David C. Wilson, Robert J. Smith,  II, Conference: Proceedings of the 13th Design Automation Conference);594
An experimental comparison of force directed placement techniques (Co-authors: David C. Wilson, Robert J. Smith,  II, Conference: Proceedings of the 11th Design Automation Workshop);594
ACTIVE: agile coordinator testbed integrated virtual environment (Co-authors: G. Emami, J. Cheng, D. Cornwell, M. Feldhousen, C. Long, V. Malhotra, I. Starnes, Larry Kerschberg, Alexander Brodsky, X. Zhang, Conference: AAMAS);600
Repair of the Genetic Material in Biologically Inspired Embryonic-Cell-Based Systems (Co-authors: X. Zhang, Gabriel Dragffy, Anthony G. Pipe, Conference: ESA/VLSI);601
Ontogenetic Cellular Hardware for Fault Tolerant Systems (Co-authors: X. Zhang, Gabriel Dragffy, Anthony G. Pipe, Quan M. Zhu, Conference: Embedded Systems and Applications);601
Fault Modelling and Co-Simulation in FlowFET-Based Biological Array Systems (Co-authors: Hans G. Kerkhoff, X. Zhang, R. W. Barber, D. R. Emerson, Conference: DELTA);602
A Reconfigurable Self-Healing Embryonic Cell Architecture (Co-authors: X. Zhang, Gabriel Dragffy, Anthony G. Pipe, Nigel Gunton, Quan M. Zhu, Conference: Engineering of Reconfigurable Systems and Algorithms);601
Partial-DNA Supported Artificial-Life in an Embryonic Array (Co-authors: X. Zhang, Gabriel Dragffy, Anthony G. Pipe, Quan M. Zhu, Conference: ERSA);601
Some Issues in a Functional Implementation of a Finite Element Algorithm (Co-authors: Philip W. Grant, J. A. Sharp, Michael F. Webster, X. Zhang, Conference: FPCA);603
Artificial Innate Immune System: An Instant Defence Layer of Embryonics (Co-authors: X. Zhang, Gabriel Dragffy, Anthony G. Pipe, Quan M. Zhu, Conference: ICARIS);601
Motion-Compensating Long-Term Memory Prediction (Co-authors: Thomas Wiegand, X. Zhang, Bernd Girod, Conference: ICIP (2));604
Invariant Object Recognition by Shape Space Analysis (Co-authors: Jun Zhang, X. Zhang, Hamid Krim, Conference: ICIP (3));605
A Discrete-Time Queuing Analysis of the Wireless ATM Multiplexing System (Co-authors: Mustafa K. Mehmet Ali, X. Zhang, Jeremiah F. Hayes, Conference: ICN (1));606
Nonconservatice Schrodinger equations with unobserved Neumann B.C.: Global uniqueness and observability in one shot (Co-authors: Irena Lasiecka, Roberto Triggiani, X. Zhang, Conference: Analysis and Optimization of Differential Systems);607
Solving Computational Fluid Dynamics Problems on Unstructured Grids with Distributed Parallel Processing (Co-authors: Philip W. Grant, Michael F. Webster, X. Zhang, Conference: IRREGULAR);603
Pulmonary Ct Image Analysis and Computer Aided Detection (Co-authors: Milan Sonka, Juerg Tschirren, S. Ukil, X. Zhang, Y. Xu, Joseph M. Reinhardt, E. J. van Beek, Geoffrey McLennan, Eric A. Hoffman, Conference: ISBI);608
Successive packing based interleaver design for turbo codes (Co-authors: X. Zhang, Yun Q. Shi, Hangjun Chen, Alexander M. Haimovich, Anthony Vetro, Huifang Sun, Conference: ISCAS (1));609
FREEDOM-7: A High Fidelity Seven Axis Haptic Device with Application to Surgical Training (Co-authors: Vincent Hayward, P. Gregorio, Oliver R. Astley, Stephanie Greenish, Michel Doyon, L. Lessard, J. McDougall, I. Sinclair, S. Boelen, X. Chen, J.-G. Demers, J. Poulin, I. Benguigui, N. Almey, B. Makuc, X. Zhang, Conference: ISER);6010
Deep Submicron CMOS Integrated Circuit Reliability Simulation with SPICE (Co-authors: Xiaojun Li, Bing Huang, J. Qin, X. Zhang, Michael Talmor, Z. Gur, Joseph B. Bernstein, Conference: ISQED);6012
Mining Influential Association Rules (Co-authors: X. Zhang, Z. Chen, Q. Zhu, Conference: JCIS);6011
Parallel Simulation of a Multi-Dimensional Computational Fluid Dynamics Problem (Co-authors: Philip W. Grant, Michael F. Webster, X. Zhang, Conference: PDP);603
The MicroGrid: a Scientific Tool for Modeling Computational Grids (Co-authors: Hyo Jung Song, Xianan Liu, Dennis Jakobsen, Ranjita Bhagwan, Xingbin Zhang, Kenjiro Taura, Andrew A. Chien, Conference: SC);6013
Optimal Memory Rendezvous of Anonymous Mobile Agents in a Unidirectional Ring (Co-authors: Leszek Gasieniec, Evangelos Kranakis, Danny Krizanc, X. Zhang, Conference: SOFSEM);6014
